name,loc,tweet,time,rt,rt_name
 Roxanne, ," RT @BBCNews: Most mortgages go to first-time buyers, Halifax research shows ",23-02-2019 02:31,,
,,,,,
 Rent Board of Canada, Canada, Halifax Apartments for rent on  ,23-02-2019 02:30,,
,,,,,
 angus gillingham, reality," RT @APTNNews: Business is good for a cannabis company in Atlantic Canada.So good, they teamed up with the Mi'kmaw Friendship Centre in Ha",23-02-2019 02:30,,
,,,,,
 Debby Giglio," Lichfield, UK"," RT @BBCNews: Most mortgages go to first-time buyers, Halifax research shows ",23-02-2019 02:30,,
,,,,,
 The News Globe, ," Most mortgages go to first-time buyers, Halifax research shows - ",23-02-2019 02:30,,
,,,,,
 RoNetwork News, ," Most mortgages go to first-time buyers, Halifax research shows  ",23-02-2019 02:29,,
,,,,,
 RTGNews, ," Most mortgages go to first-time buyers, Halifax research shows #UK | #RTGNews",23-02-2019 02:29,,
,,,,,
 BBC News (UK), London," Most mortgages go to first-time buyers, Halifax research shows ",23-02-2019 02:28,,
,,,,,
 Sarita, K (Halifax)," RT @fernpub: February 23rd at Halifax North Memorial Library! Plan to join the children who created a book-in-a-day as  they launch ""R Is f",23-02-2019 02:26,,
,,,,,
 J. Jackson U0001f1e8U0001f1e6 U0001f576  U0001f64aU0001f649U0001f648," Nova Scotia, Canada", Funeral plans announced for seven Syrian children killed in Halifax fire ,23-02-2019 02:25,,
,,,,,
 Barbra J. Dillon," North Hollywood, CA", RT @TheMarginsComic: In #Halifax? Stop by @strangeadventrz for your copy of @TheMarginsComic #GraphicNovel from @Fanbase_Press! #Comics #Fa,23-02-2019 02:24,,
,,,,,
 Thomas Parsons, , RT @CTVNews: Funeral plans announced for seven Syrian children killed in Halifax fire  ,23-02-2019 02:24,,
,,,,,
 evan, , @RocKnighthawks Halifax can have this team,23-02-2019 02:23,,
,,,,,
 Leslie (She/her)," K'jipuktuk/ Halifax, NS", RT @HfxRegPolice: Police are seeking the public assistance in identifying the vehicle/ driver involved in a fatal veh/ped collision that,23-02-2019 02:23,,
,,,,,
 C.E.R.T. NS," Halifax, Nova Scotia"," RT @lynesworld: Halifax, I just experienced something rare in my 25+ years of commuting. On my way home everyone was driving the appropriat",23-02-2019 02:23,,
,,,,,
 Allan, #HamOnt," RT @Privateers1882: DM's b/w TFC and CPL:TFC: Lol ya right, we're in MLS. We get like $3million a year just from TV. Have fun playing in",23-02-2019 02:22,,
,,,,,
 Logan Campbell," Sydney, NS, Cape Breton", RT @globalhalifax: A Halifax-area woman has filed a human rights complaint against the Halifax Regional Municipality over a lack of accessi,23-02-2019 02:22,,
,,,,,
 Logan Campbell," Sydney, NS, Cape Breton", RT @AtlCanCaper: Heard only on @CaperRadio 107.3FM right here in Sydney. Anyways hope to have you tuning in to next week show! @CFXUradio,23-02-2019 02:19,,
,,,,,
 Jeffery LawrenceU0001f92fU0001f923, Halifax, RT @AirShowAtlantic: Performer Announcement: CF-18 Demo Team!Air Show Atlantic is  thrilled to announce that the @CF18Demo will be perfor,23-02-2019 02:19,,
,,,,,
 In the East Coast," Atlantic Canada/Maritimes, NS", RT @LogManMaritimes: Airing as well in St. John Newfoundland at 8:30-9:30PM NFLD time. Anyways hope to having you listen in to the show,23-02-2019 02:19,,
,,,,,
 In the East Coast," Atlantic Canada/Maritimes, NS", Heard only on @CaperRadio 107.3FM right here in Sydney. Anyways hope to have you tuning in to next week show! ,23-02-2019 02:19,,
,,,,,
 Dustin Johnson," Halifax, Nova Scotia"," RT @AngMacIvorCBC: Funeral for the Barho family is being held tomorrow in Halifax.Date: Saturday, February 23rd, 2019.Time: Doors open at",23-02-2019 02:18,,
,,,,,
 Scott Estabrooks," Nova Scotia, Canada", RT @ynoguru: Did you know you can find these 4 California beauties at any @theNSLC store with a Port of Wines section? Well - you can! #Hal,23-02-2019 02:18,,
,,,,,
 David Hendsbee, , RT @MikeSavageHFX: My heart will be in Halifax tomorrow when our community honours the lives of the seven Barho children. The @ummahmasjid,23-02-2019 02:18,,
,,,,,
 Val A," Nova Scotia, Canada", RT @SobeysNorthWind: Starting Sunday Feb 24th we will take part in Sensory Friendly Shopping from 6-7pm #NorthEnd #Halifax #Sobeys ,23-02-2019 02:18,,
,,,,,
 N385," Halifax, Nova Scotia", RT @CTVAtlantic: UPDATED: The collision that claimed the life of a pedestrian in Dartmouth Friday morning was a hit and run. Police are app,23-02-2019 02:17,,
,,,,,
" Carranza, Daniel"," Lake Almanor, CA", RT @Free_Media_Hub: Funeral plans announced for seven Syrian children killed in Halifax fire | CTV News ,23-02-2019 02:16,,
,,,,,
 cirne_91," Ontario, Canada", RT @Halifax: It's Time For Friday Night Shenanigans! I'm excited to bring in the weekend with you  ,23-02-2019 02:16,,
,,,,,
 Shawn Puddester," Nova Scotia, Canada", RT @SwimNovaScotia: U0001f64c Check out the awesome bag tags for all the swimmers next weekend at the David Fry Nova Scotia Provincial Championship,23-02-2019 02:15,,
,,,,,
 Halifax Adventure," Halifax, NS, Canada"," 3 Cougars in backyard, Digby Neck, NS. What do you think...cougars are just big house cats?#halifax #outdoors ",23-02-2019 02:15,,
,,,,,
 Jennifer J. MacDonald," Halifax, Nova Scotia, Canada", Spent the day talking #tleap at @MSVU_Halifax 's annual EAP PD Day. Nova Scotia's answer to #BALEAP? #CdnELT ,23-02-2019 02:14,,
,,,,,
 acotter, , RT @Free_Media_Hub: ,23-02-2019 02:14,,
,,,,,
 Anna K. McCurdy," Halifax, Nova Scotia"," RT @Grade5_6OatSJAM: Expressing our grief through kind words, drawings and cards for the family  #BarhoFamily #Halifax @SJAMschool @HRCEFin",23-02-2019 02:12,,
,,,,,
" Darrell ""A Proud Angry Democrats"" WestU0001f30aU0001f30aU0001f30a"," Hyattsville,Maryland", RT @Free_Media_Hub: ,23-02-2019 02:12,,
,,,,,
 Wee L #Freedom...., Emerald City, RT @Free_Media_Hub: ,23-02-2019 02:12,,
,,,,,
 Logan Campbell," Sydney, NS, Cape Breton", Airing as well in St. John Newfoundland at 8:30-9:30PM NFLD time. Anyways hope to having you listen in to the sh ,23-02-2019 02:11,,
,,,,,
 Bruce Frisko, , RT @CTVAtlantic: Plan to bring grieving mother's relatives to Halifax 'moving quickly'. With EXCLUSIVE video report by @HeidiPCTV that incl,23-02-2019 02:11,,
,,,,,
 Steven Hemmings, , RT @Free_Media_Hub: ,23-02-2019 02:11,,
,,,,,
 hurm., ," Well, holy shit. Thanks to @Halifax for playing this cover on stream.Damn good.",23-02-2019 02:11,,
,,,,,
 LISA DEMOLITOR," Nova Scotia, Canada", RT @sandratrenc: Poor working conditions? Your rights violated at work? A new organization in Halifax offers support if you have nowhere to,23-02-2019 02:11,,
,,,,,
 Rob Satchell, , RT @PotomacBlue: Panthers punch their tickets to state by pulling out a hard fought victory tonight vs PH-Roanoke 67-64.  Regional Champion,23-02-2019 02:10,,
,,,,,
 Anna K. McCurdy," Halifax, Nova Scotia", RT @MatthewMooreHFX: I always LOL at the suggested route to walk home to Cape Breton from Halifax ,23-02-2019 02:10,,
,,,,,
 samches, , RT @Free_Media_Hub: ,23-02-2019 02:10,,
,,,,,
 David McKnight," Moncton, NB, Canada", @MonctonWildcast @monctonwildcats I could also be way off and it would be awesome. Just prefer the comfort and view ,23-02-2019 02:10,,
,,,,,
 Free Syria Media Hub, Visit our dedicated website @, ,23-02-2019 02:10,,
,,,,,
 Derek Sweet," Halifax, Nova Scotia"," @FFDP Halifax, Nova Scotia, Canada, Motherfuckers, and I only listen to your shit on vinylU0001f918U0001f60eU0001f918U0001f1e8U0001f1e6U0001f918",23-02-2019 02:09,,
,,,,,
 Anna K. McCurdy," Halifax, Nova Scotia", RT @HfxRegPolice: Police are seeking the public assistance in identifying the vehicle/ driver involved in a fatal veh/ped collision that,23-02-2019 02:09,,
,,,,,
 WX Halifax," Halifax, NS, Canada", Fri 22:00: Temp -4.9 C; Windchill -10; Wind WNW 12 km/h; Humidity 73%; Press 102.4 kPa / rising.,23-02-2019 02:08,,
,,,,,
 Halifax Fire News, ," 10:05pm 5 Quint (Halifax), 4 Engine, 3 Engine, 3 Aerial, Tactical 12, District Chief 2, PCC paged for a possible st ",23-02-2019 02:05,,
,,,,,
 MarcusU0001f940, 3xU0001f9475xU0001f9486xU0001f949, Speed test on the router itselfU0001f60f and speed test online pinging to Halifax which is 4 hours away (Supose to be 1000/ ,23-02-2019 02:05,,
,,,,,
 Wesley Coughlan," Miramichi, New Brunswick, CAN", RT @CTVAtlantic: UPDATED: The collision that claimed the life of a pedestrian in Dartmouth Friday morning was a hit and run. Police are app,23-02-2019 02:05,,
,,,,,
 CJ Chanco, ," RT @diomed24: Does God exist? It's pretty fucking unlikely, I think.",23-02-2019 02:05,,
,,,,,
 Halifax Fire News, , Possible structure fire call incoming for Halifax. Standby for details.,23-02-2019 02:04,,
,,,,,
 Sobeys North&Windsor," Halifax, Nova Scotia", RT @NEWS957: Plan to bring grieving mother's relatives to Halifax 'moving quickly'. ,23-02-2019 02:03,,
,,,,,
 , United States, RT @VicTheatre: The @Collabro tour is going down a storm! Check out this video of show clips and audience reactions from their show in Buxt,23-02-2019 02:02,,
,,,,,
 jake ingle, , 143xb0 - Halifax cash back extras 10% off next purchase at Morrisons ,23-02-2019 02:02,,
,,,,,
 Mikey Thomson U0001f1e8U0001f1e6, Western Canada," @RobinSp70775865 @CanadianBeave13 @bringsnacks__ I wanted to get to Halifax, and stay on the plane, so I refrained.",23-02-2019 02:01,,
,,,,,
 P.N.G. Insight, Papua New Guinea," RT @FevRovers: U0001f465 THE @jmidandsons 19-Man Squad - @Jackbussey is set to make his first Rovers appearance since 2015, in their match against",23-02-2019 02:01,,
,,,,,
 Anthony Jackson," Woodbridge, VA", RT @PotomacBlue: Panthers punch their tickets to state by pulling out a hard fought victory tonight vs PH-Roanoke 67-64.  Regional Champion,23-02-2019 02:01,,
,,,,,
 DialloKreed, The DMV, RT @PotomacBlue: Panthers punch their tickets to state by pulling out a hard fought victory tonight vs PH-Roanoke 67-64.  Regional Champion,23-02-2019 02:01,,
,,,,,
 Manny White, , RT @PotomacBlue: Panthers punch their tickets to state by pulling out a hard fought victory tonight vs PH-Roanoke 67-64.  Regional Champion,23-02-2019 01:58,,
,,,,,
 Billy  Wilks U0001f41d, , @HalifaxRLFCFAX1 @FevRovers @jmidandsons @Jackbussey @Halifax_RLFC @Betfred @turner_calum @hardylion4 @CAMKINGY ,23-02-2019 01:58,,
,,,,,
 Robert Scanlan, Halifax N.S," If your dream home has a Private beach, ocean views from every room and 200 ft of water frontage I have the place f ",23-02-2019 01:57,,
,,,,,
 Scott Grasman," Fredericton, N.B."," RT @ACWWA: ACWWA is inviting abstract submissions for the 2019 Conference in Halifax, NS on October 6-8. Abstract deadline has now been ext",23-02-2019 01:57,,
,,,,,
 Nik C. Watson, Canada, @LacrosseFlash @HFXThunderbirds @newyorkriptide @PGreggy @NLL Feel like Halifax uniforms will look strikingly simil ,23-02-2019 01:57,,
,,,,,
 Sarah Emsley," Halifax, Canada"," ""While researching the life of Fanny Palmer Austen, I came upon the story of Louisa Berkeley, who married a naval o ",23-02-2019 01:56,,
,,,,,
 Luca DaPitMaster, ," RT @pfhsathletics: Potomac will play Halifax tomorrow. Winner hosts our loser, loser travels to Loudoun. Friday March 1 ",23-02-2019 01:56,,
,,,,,
 Dyonne Lewis Show, One with the #Creator," RT @ritapurity: In this week article throwback, Dr. Rita Orji shares her inspirational journey to great success - earning a PHD and getti",23-02-2019 01:55,,
,,,,,
 Ellen Gute," Toronto, Ontario", @E4Dca more U0001f1e8U0001f1e6 #climatescience: @ClimoChris @halifax_fog @KirstenZickfeld @alex_moravek @MeganDWillis @envchemjen @UTSCClimateLab,23-02-2019 01:54,,
,,,,,
 OceanTrackingNetwork, , RT @MERIDIAN_CFI: Are you a front-end developer with experience in visualization that is looking for a summer job in Halifax? We are hiring,23-02-2019 01:54,,
,,,,,
 U0001f399X-Moncton Wildcast U0001f3a7," Moncton, New Brunswick", @mcknight_david @monctonwildcats And that fair and probably the same thought of fans! But as a new Monctonian I ,23-02-2019 01:53,,
,,,,,
 Elizabeth Cushing, , This seems pretty relevant for #Halifax right now. #BurnsideConnector ,23-02-2019 01:53,Choices: cities make choices. We are ensuring that 3% of morning drivers are not inconvenienced with a delay of a ,13-02-2019 01:28
,,,,,
 U0001f1faU0001f1f8Mark Clinton ," New England, USA.", RT @KingOfDonair: Anyone else eat #ketchup on their #Donairplate?#halifax #donair #tgif #friyay #fridayvibes #KOD #frenchfries #foodporn #,23-02-2019 01:53,,
,,,,,
 Vicki Bidwell," Los Angeles, CA", Halifax Valentine Day Terror Plot suspect pleads guilty -  Forums,23-02-2019 01:53,,
,,,,,
 Mount Mystics, , congratulations MSVU's Madison Urquhart named ACAA Womens Volleyball Player of the Year  Well done Madison!! So pro ,23-02-2019 01:51,,
,,,,,
 Jobe Brown," Halifax, Nova Scotia"," Sometimes, I still do hides.This was last week before the snow. #hiddenintheopen #origami #mouse #squeek #Halifax ",23-02-2019 01:51,,
,,,,,
 Dengi Happy  Miq," Paris, Ile-de-France Notre Dam", RT @KingOfDonair: Anyone else eat #ketchup on their #Donairplate?#halifax #donair #tgif #friyay #fridayvibes #KOD #frenchfries #foodporn #,23-02-2019 01:50,,
,,,,,
 Rebecca J. Jonah," Fredericton, New Brunswick", RT @CTVAtlantic: UPDATED: The collision that claimed the life of a pedestrian in Dartmouth Friday morning was a hit and run. Police are app,23-02-2019 01:49,,
,,,,,
 Jay Allen," Halifax, NS", @matlantivex #Uber @Uber #halifax,23-02-2019 01:49,,
,,,,,
 King Of Donair," Halifax, Nova Scotia, Canada", Anyone else eat #ketchup on their #Donairplate?#halifax #donair #tgif #friyay #fridayvibes #KOD #frenchfries ,23-02-2019 01:48,,
,,,,,
 Privateers 1882," Halifax, Nova Scotia, Canada"," DM's b/w TFC and CPL:TFC: Lol ya right, we're in MLS. We get like $3million a year just from TV. Have fun playing ",23-02-2019 01:48,,
,,,,,
 Marie Geraldine LB, Cheticamp Nova Scotia Canada, RT @CTVAtlantic: UPDATED: The collision that claimed the life of a pedestrian in Dartmouth Friday morning was a hit and run. Police are app,23-02-2019 01:48,,
,,,,,
 Ashlxe9 Georgette Vaneigem, Hyperreality," RT @platypus1917: The Platypus Affiliated Society has chapters in Athens, Berkeley, Berlin, Boston, Cincinnati, Chicago, Corvallis, Fairfax",23-02-2019 01:47,,
,,,,,
 David (P) Leonard," NS-raised, now Davenport, Toronto.", RT @thismagazine: Looking forward to our We Need To Talk About This event in Halifax next Wednesday (Feb 27th) at @BusStopTheatre and featu,23-02-2019 01:46,,
,,,,,
 Mount Mystics, , congratulations Madison Urquhart!! ACAA All Conference Team.            So proud !! @MSVU_Halifax @MountMystics #go ,23-02-2019 01:46,,
,,,,,
 Donna Gillis, Nova Scotia," RT @Lisibet13: 7 kids died in a house fire in Halifax, Nova Scotia this week. What a terrible tragedy for one family to bear! I love how th",23-02-2019 01:45,,
,,,,,
 CTV Atlantic," Maritime Provinces, Canada", UPDATED: The collision that claimed the life of a pedestrian in Dartmouth Friday morning was a hit and run. Police ,23-02-2019 01:44,,
,,,,,
 Edith Samson, Port Union originally PAC ," Conference in Halifax managed to grab a quick lunch with my cousin and met up with my sister, husband and niece and ",23-02-2019 01:43,,
,,,,,
 Sack-Vegas!!," Lower Sackville, Nova Scotia.", RT @HfxRegPolice: Police are seeking the public assistance in identifying the vehicle/ driver involved in a fatal veh/ped collision that,23-02-2019 01:43,,
,,,,,
 Robert Scanlan, Halifax N.S, TWO great new listings hit the market today! Get at me for info! #RealEstate #Halifax #NovaScotia #HalifaxRealtor ,23-02-2019 01:43,,
,,,,,
 AbderrahmaneElhannat, Canada, RT @AndyFillmoreHFX: Lots of businesses in #Halifax are donating profits to the Barho family this week.Here is a THREAD of the ones I kno,23-02-2019 01:43,,
,,,,,
 Ceal," The other Hollywood, NS ", Was listening to @TylerHilton in my new office today and one of my new coworkers had a little freak out when he fou ,23-02-2019 01:42,,
,,,,,
 Halifax Homes & Coastal Living," Halifax, Nova Scotia"," RT @GreenerInspects: Home inspections: what that all about? Find the rundown on our website, to help you make the best call for your home",23-02-2019 01:42,,
,,,,,
 Donna Gillis, Nova Scotia, RT @KristaFraser4: The support for the Barho family has been pouring in from all over the world. All 7 of their children died in the house,23-02-2019 01:42,,
,,,,,
 Lisa WhittingtonHill, Toronto, RT @thismagazine: Looking forward to our We Need To Talk About This event in Halifax next Wednesday (Feb 27th) at @BusStopTheatre and featu,23-02-2019 01:41,,
,,,,,
 BonifaceConsultingOT, Greater Vancouver," RT @LYBOT: Postdoc at @DalhousieUJoin International Chronic and Complex Condition Research Group (IC3RG), one of the largest research grou",23-02-2019 01:41,,
,,,,,
 1015 The Hawk," Port Hawkesbury, Cape Breton", The X-Women win game one... ,23-02-2019 01:41,,
,,,,,
 Mount Mystics, , congratulations Jaylene Fraser !! ACAA All Conference Team          Well done !! @MountMystics @MSVU_Halifax ,23-02-2019 01:40,,
,,,,,
 Tanya Gray," Halifax, Nova Scotia", Sooooo excited to be getting back on ice to teach skating tomorrow outdoors at the Oval. Mother Nature: please coop ,23-02-2019 01:40,,
,,,,,
 Dr. Megha Panda, Series of Tubes, Things I teared up at today...DeMar Derozan...sad story about those refugee kids in Halifax...Facebook memory of my ,23-02-2019 01:39,,
,,,,,
 orange12, , RT @CTVNews: Funeral plans announced for seven Syrian children killed in Halifax fire  ,23-02-2019 01:39,,
,,,,,
 NOVAHoopcast, Goto our website U0001f447U0001f3fcU0001f447U0001f3fc, RT @PotomacBlue: Panthers punch their tickets to state by pulling out a hard fought victory tonight vs PH-Roanoke 67-64.  Regional Champion,23-02-2019 01:38,,
,,,,,
 Carol-Anne Foss," Niagara, Ontario", @merry123459 @Puglaas No way Vicki I'm thinking that JT is protecting her for some reason.  Did you see JT crying f ,23-02-2019 01:35,,
,,,,,
 Gaz Pearce," Halifax, England", have you seen sand cat-erpillars yet?xa0 TV Aerials Halifax/a&gt; ,23-02-2019 01:35,,
,,,,,
 Marcus Helton, On The Baseline, RT @PotomacBlue: Panthers punch their tickets to state by pulling out a hard fought victory tonight vs PH-Roanoke 67-64.  Regional Champion,23-02-2019 01:35,,
,,,,,
 Gaz Pearce," Halifax, England", Photo TV Aerials Halifax/a&gt; ,23-02-2019 01:35,,
,,,,,
 Mount Mystics, , Congratulations Jenn Leckey !!ACAA Womens Volleyball All Conference  So proud !! #gomysticsgo. @MSVU_Halifax ,23-02-2019 01:35,,
,,,,,
 Jake, , @askrohan Or Halifax..U0001f62c,23-02-2019 01:34,,
,,,,,
 NeoPeewee, Vegas Nova Scotia, 1.Halifax Transit August 2019 Changes.I've been trying to piece together what big changes will happen this Augus ,23-02-2019 01:34,,
,,,,,
 Potomac Panthers," Dumfries, VA", Panthers punch their tickets to state by pulling out a hard fought victory tonight vs PH-Roanoke 67-64.  Regional C ,23-02-2019 01:34,,
,,,,,
 Joe Porter U0001f1ecU0001f1e7," Endonian, Stokie & Keelite", RT @RobertWinfield2: Back home from an  excellent #Brexit debate in Halifax organised by @SowerbyBlue with panellists including @andrew_all,23-02-2019 01:34,,
,,,,,
 Courtney Horne, , RT @samanthaCmac: Justin Trudeau came to Halifax and announced he giving the city $86 mill to fix a roadway. Ok... couldn chuck that in,23-02-2019 01:34,,
,,,,,
 YNOGURU," Nova Scotia, Canada", Did you know you can find these 4 California beauties at any @theNSLC store with a Port of Wines section? Well - yo ,23-02-2019 01:33,,
,,,,,
 Scott Skinner," Dartmouth, Nova Scotia", RT @AndyFillmoreHFX: Lots of businesses in #Halifax are donating profits to the Barho family this week.Here is a THREAD of the ones I kno,23-02-2019 01:33,,
,,,,,
 Matthew Ferguson," Florence , Cape Breton", @IssyHG @TSN_Sports Oh yeah that's a few years ago now. I remember watching curling with my pee wee hockey team in ,23-02-2019 01:32,,
,,,,,
 Crys Dawn C, Prince Edward Island Canada," RT @JustinTrudeau: Words fail when children are taken from us too soon, especially in circumstances like this. My heart goes out to the sur",23-02-2019 01:32,,
,,,,,
 Sanguine, , RT @TCS_SDC: On February 26 the #CPTPP business seminar will be stopping in Halifax. Register now and learn how to benefit from opportuniti,23-02-2019 01:32,,
,,,,,
 cathy scallion, ,  my view from the bus stop halifax. ,23-02-2019 01:31,,
,,,,,
 Thomas uzumaki, Saint john NB canada, @IamJSeale Oh for real I didnt even know they got them in might have to go try them on. I'm holding off til after m ,23-02-2019 01:31,,
,,,,,
 Shawn Indignation U0001f1e8U0001f1e6," Ontario, Canada", RT @BankersWatchDog: @TwiggJohn .Bank Lobbying SCAMSSame as #SNCLavelin.#Trudeau PAY for PLAY #Scandal.SPREAD the WORD 100X Larger t,23-02-2019 01:31,,
,,,,,
 Memes Be Dreams (he/him), Arizona, @Thymbraeus @dr5bludgeoning but I'm a BROOOOKEN man on a Halifax PIEEEEEEEEER,23-02-2019 01:31,,
,,,,,
 Ronald Beach," Thornton, CO"," Education is what remains when we have forgotten all that we have been taught. - George Savile, Marquis of Halifax ",23-02-2019 01:30,,
,,,,,
 Tammy StevensU0001f414U0001f377, ," RT @mrstopviolence: Me - ""Hey PM @JustinTrudeau my name's Quentrel Provo and I'm going to be Canada's 1st Black Prime Minister"" PM's respon",23-02-2019 01:30,,
,,,,,
 CanadianBankingVictims.FightBack, Canada, @TwiggJohn .Bank Lobbying SCAMSSame as #SNCLavelin.#Trudeau PAY for PLAY #Scandal.SPREAD the WORD 100X Large ,23-02-2019 01:29,,
,,,,,
 CanadianBankingVictims.FightBack, Canada, @turningthecurve @PierrePoilievre @ontarioisproud .Bank Lobbying SCAMSSame as #SNCLavelin.#Trudeau PAY for PLA ,23-02-2019 01:29,,
,,,,,
 Danielle Desjardins," Windsor, Ontario", RT @SherriSoumis: Attention CCH staff and students! Want a fun night out with friends? Why not attend a Windsor Express game against the Ha,23-02-2019 01:29,,
,,,,,
 Laura Yvonne Bulk, Canada," Postdoc at @DalhousieUJoin International Chronic and Complex Condition Research Group (IC3RG), one of the largest ",23-02-2019 01:29,,
,,,,,
 Steve Fudge," Rochester, NY", @RocKnighthawks right here is where he asked if all those players were going to Halifax too. I won share the pict ,23-02-2019 01:28,,
,,,,,
 Kay Pear," Fredericton, NB Canada, On the unsurrendered and unceded lands of Wulustukyik."," RT @rrosewrites: In awe of the lineup for the Anti-69 Against the Mythologies of the 1969 Criminal Code Reform conference, where I'll be sp",23-02-2019 01:28,,
,,,,,
 Lenore Zann," Nova Scotia, Canada"," RT @ZannLenore: So very, very sad. No words for this loss of a family of young children whose parents brought them here for bright futures",23-02-2019 01:27,,
,,,,,
 Lenore Zann," Nova Scotia, Canada"," RT @ZannLenore:  in the middle of a crisis sounding the alarm about need for urgent global change to avoid drought, floods, extreme",23-02-2019 01:26,,
,,,,,
 Charlie1, , RT @Free_Media_Hub: Funeral plans announced for seven Syrian children killed in Halifax fire | CTV News ,23-02-2019 01:23,,
,,,,,
 Paul Fraser," New Waterford, Cape Breton"," I want the Royal Canadian Mounted Police, (Commercial Crime) in Halifax, NS to proceed with a forensic audit on all ",23-02-2019 01:23,,
,,,,,
 Winedson, , RT @Free_Media_Hub: Funeral plans announced for seven Syrian children killed in Halifax fire | CTV News ,23-02-2019 01:22,,
,,,,,
 rhodogal, planet earth, RT @NIPRGreens:  coming and look out. Halifax-area @CanadianGreens candidates joined @ElizabethMay at a news conference at @Dalhousi,23-02-2019 01:22,,
,,,,,
 Susan Pangelinan, , RT @VicTheatre: The @Collabro tour is going down a storm! Check out this video of show clips and audience reactions from their show in Buxt,23-02-2019 01:21,,
,,,,,
 Pete's Frootique & Fine Foods, Halifax & Bedford, It's #floralfriday! This week Piccalily by Pete's has beautiful lilies on special for $3.50/ea! A perfect way to ad ,23-02-2019 01:20,,
,,,,,
 lloyd smith, montreal," RT @mrstopviolence: Me - ""Hey PM @JustinTrudeau my name's Quentrel Provo and I'm going to be Canada's 1st Black Prime Minister"" PM's respon",23-02-2019 01:19,,
,,,,,
 WhyzGuy, in your head  , RT @Free_Media_Hub: Funeral plans announced for seven Syrian children killed in Halifax fire | CTV News ,23-02-2019 01:19,,
,,,,,
 C.Connolly U0001f1eeU0001f1eaU0001f1e8U0001f1e6," Halifax, Nova Scotia", @matlantivex Every Friday and Saturday night after 6pm!! As a restaurant and bar owner very frustrating for patrons ,23-02-2019 01:19,,
,,,,,
 chelle, The Maritimes, Such an amazing date night. Two hours of yin &amp; Reiki bliss. So much gratitude to Kari &amp; Nicole. We even caught ,23-02-2019 01:18,,
,,,,,
 cecilia acle, Santiago  Chile, RT @Free_Media_Hub: Funeral plans announced for seven Syrian children killed in Halifax fire | CTV News ,23-02-2019 01:18,,
,,,,,
 C.Connolly U0001f1eeU0001f1eaU0001f1e8U0001f1e6," Halifax, Nova Scotia", RT @matlantivex: Trying to call a taxi.   Busy signal.   App slow.   #Halifax.,23-02-2019 01:17,,
,,,,,
 Ingrid Morrin," Ottawa, Ontario"," RT @Cdn_Innovation: #Halifax &amp; #EasternCanada #entrepreneurs, #PitchatPalace Canada 1.0 On Tour #Atlantic applications close Feb 28th, appl",23-02-2019 01:17,,
,,,,,
 Melissa Santucci, , RT @Free_Media_Hub: Funeral plans announced for seven Syrian children killed in Halifax fire | CTV News ,23-02-2019 01:17,,
,,,,,
 Free Syria Media Hub, Visit our dedicated website @, Funeral plans announced for seven Syrian children killed in Halifax fire | CTV News ,23-02-2019 01:17,,
,,,,,
 Graham Comfort," Nipawin, Saskatchewan"," RT @mikesbloggity: At this point, Halifax is just showing off. ",23-02-2019 01:16,,
,,,,,
 Natalie Clancy," Halifax, Nova Scotia"," Love watching my boys skate on the lake after school.  #pondhockey #hotchocolate #halifax @ Dartmouth, Nova Scotia ",23-02-2019 01:16,,
,,,,,
 Ambermatic Vaughan, , @NeedlesOnNews @scottcwheeler ...in a Halifax beer league.,23-02-2019 01:16,,
,,,,,
 roundabout, 20 | ldn | cafc, RT @HashtagOliverK: Baguette when (OT) is tweeting from the Halifax account ,23-02-2019 01:15,,
,,,,,
 Jon Pye," K (Halifax, NS)", RT @MERIDIAN_CFI: Are you a front-end developer with experience in visualization that is looking for a summer job in Halifax? We are hiring,23-02-2019 01:15,,
,,,,,
 Michael Lahoud, San Antonio/Los Angeles," RT @Pacificfccpl: ""Take a look at that!""@_smalltown checks in to spread the word on our @CPLsoccer April 28 home opener vs. @HfxWanderers",23-02-2019 01:15,,
,,,,,
" Girl Friday, but more like a shitty Tuesday", K ," @andrewsowired @laurakrabappel @CTVAtlantic @battisctv Yarmouth was tragic, and I definitely saw a huge outpouring ",23-02-2019 01:14,,
,,,,,
 To-Ott HeartSummit," Toronto, Ontario"," RT @CWHHAlliance: Halifax #WearRedCanada NEW DATE ALERT!! Learn how to protect your heart, including #hearthealthy tips from a Registered D",23-02-2019 01:14,,
,,,,,
 Lee Tallant, , RT @HWFCOfficial: We like to thank @BarnsleyFC for their warm hospitality this afternoon and allowing us to use your training facilities,23-02-2019 01:14,,
,,,,,
 Paul Fraser," New Waterford, Cape Breton"," Almost a decade fighting this $600,000 corporate fraud. I want answers!I want justice!  ",23-02-2019 01:13,,
,,,,,
 Rewave Inc," Dartmouth, NS"," Come see us at The Real Home Show Friday, March 1 through Sunday, March 3rd at the Cunard Centre in Halifax. Visit ",23-02-2019 01:12,,
,,,,,
 Danny Takhar," Vancouver, B.C., Canada", RT @DailyHiveVan: Campaign to help Syrian refugee family who lost 7 children in fire tops $500k  ,23-02-2019 01:12,,
,,,,,
 , Cafe Liebe, Halifax,23-02-2019 01:11,,
,,,,,
 Deb Rosebrugh, , RT @CBCNews: A Halifax MP says the Syrian mother of the 7 children who died in a house fire has requested that her mother and brother be al,23-02-2019 01:10,,
,,,,,
